XMLType,DigitalCollectionsURLs,UMDM,UMAM,Identifier,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitizedOld,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Credits,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,Series,Subseries,Box,Item,ArchivalCollection,Department,CopyrightHolder,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,Sound,FrameRate,ImageResolution (PPI),AspectRatio,TimeStart (timecode),ChannelConfiguration,Color,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme,SharestreamURLs,FileName,DurationMasters,DurationDerivatives,DataRate,HorizontalPixels,VerticalPixels,VideoStandard,ScanSignal,newid,DateDigitized,Rights
UMDM,,UMDM,,31430004225555,,,,,,,,Giant molecules,,,,,,,,"Demonstrates addition and condensation polymerization reactions, and indicates how physical properties and molecular structure of polymers may be related. Four polymers are shown, and the differences in their properties are explained using models. Finally, materials are shown being turned into the more familiar plastic consumer goods. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1970,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are mostly native artifacts. LS // temporal outlier pixels are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430004225555,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430004225555,Good,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=0023d46307bb4ef,lms-026119-0001,00:25:35,00:25:35,,,,,,31430004225555,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007902424,,,,,,,,Collage,,,,,,,,Explores the medium of collage and assemblage. Shows students and teachers as well as artists such as Esteban Vicente and Alex Katz at work. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1966,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,"Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are probably native artifacts. There are some fiber/hair like items displaying at top of frame right that may have been caused by film transfer path/lens not being clean. Film screen date 1966. LS // significant temporal outlier pixels between frames 728-853 (00:00:30.364-00:00:35.577), 16270-16442 (00:11:18.595-00:11:25.768), and 19167-19396 (00:13:19.424-00:1328.975); fiber/hair must be a native artifact, otherwise it would be present throughout the entire film rather than in various scenes (ESC)",,,,,,,,,,,,,,,,,,,31430007902424,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007902424,Several tape splices first 50' of reel. Condition good  (Color Faded to red) / Red fade minimized with color grade,Crawford,dc,12/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=c31b6b4ecdee4f3,lms-026110-0001,00:15:06,00:15:06,,,,,,31430007902424,2014-12-12,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007902887,,,,,,,,The Self-motivated achiever,,,,,,,,Dr. David C. McClelland discusses the special problems that management encounters with employees who have a strong need for achievement. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1967,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,"missing blank two seconds at beginning and end; significant temporal outlier pixels in frames 2583-2799 (00:01:47.983-00:01:56.742), 3085-3239 (00:02:08.670-00:02:15.093), 3958-4095 (00:02:45.082-00:02:50.796), 4425-4485 (00:03:04.559-00:03:07.062), 4924-5081 (00:03:25.372-00:03:31.920), and 6177-6275 (00:04:17.632-00:04:21.720); film is jumpy during closing credits (ESC)",,,,,,,,,,,,,,,,,,,31430007902887,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007902887,Good (Color Faded to red) / Red fade minimized with color grade,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=cf0029ec1335419,lms-026143-0001,00:24:40,00:24:40,,,,,,31430007902887,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007917380,,,,,,,,The Child of the future: how might he learn? pt.1,,,,,,,,A study of the changing form of education and the impact of electronic and mechanical teaching aids on the child. Features educator Dr. Jerome Bruner and host-narrator Dr. Marshall McLuhan. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1964,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,"Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. 16:02 to 16:29, 17:06 to 17:36  bottom frame line exposed. 28:41 to 29:17, 29:38 to 30:32 top frame line exposed. LS // frame 1106 (00:00:46.129) is damaged; temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC)",,,,,,,,,,,,,,,,,,,31430007917380,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007917380,Good - Several splices first 150' of reel,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=c519dc4c00ea4d0,lms-026134-0001,00:30:36,00:30:36,,,,,,31430007917380,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007917398,,,,,,,,The Child of the future: how might he learn? pt.2,,,,,,,,A study of the changing form of education and the impact of electronic and mechanical teaching aids on the child. Features educator Dr. Jerome Bruner and host-narrator Dr. Marshall McLuhan. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1964,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. LS // temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430007917398,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007917398,Good,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=16558bd11f51489,lms-026135-0001,00:27:34,00:27:34,,,,,,31430007917398,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007917653,,,,,,,,"Concepts of man, 1832-1914 c.2",,,,,,,,"Describes the impact of Darwin's theory of evolution and Huxley's defence of it on the Victorian intellectual life. Shows how developments in various scientific fields, including geology, anthropology and biology were helping to crystallize a new view of the nature of man, and the evolutionary theory came to be widely applied to social and economic problems. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1970,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are probably native artifacts. LS // significant temporal outlier pixels between frames 7056-7241 (00:04:54.294-00:05:02.010); otherwise looks fine (ESC),,,,,,,,,,,,,,,,,,,31430007917653,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007917653,Good,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=bccaf8beaecd467,lms-026114-0001,00:24:56,00:24:56,,,,,,31430007917653,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007918016,,,,,,,,Glasgow : the industrial city c.2,,,,,,,,"Depicts the industrial development of Glasgow, particularly of ship-building from the eighteenth century. Also examines Glasgow's attempts to tackle the social problems brought about by industrialization. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1970,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are mostly native artifacts. Sound: some hiss. LS // temporal outlier pixels and pixels too dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430007918016,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007918016,Good,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=cce93d0981ec4b5,lms-026120-0001,00:25:17,00:25:17,,,,,,31430007918016,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007918370,,,,,,,,The Necessity for history c.1,,,,,,,,"Arthur Warwick uses visual evidence, including news film, prints and old photographs, to illustrate his theme of the social necessity of history. He also underlines his conviction that history must be studied scientifically and systematically. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1970,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. LS // content begins immediately; temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430007918370,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007918370,Good,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=70352745900743d,lms-026140-0001,00:24:27,00:24:27,,,,,,31430007918370,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007918982,,,,,,,,Four religions,,,,,,,,Part 1 examines the differences and similarities between Hinduism and Buddhism This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1961,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are probably native artifacts.ls Sound:Ambient hiss throughout. LS // temporal outlier pixels and pixels too dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430007918982,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007918982,Average - Perfs taped & splices throughout,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=d64f202e7996492,lms-026116-0001,00:27:36,00:27:36,,,,,,31430007918982,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007918990,,,,,,,,Four religions pt.2,,,,,,,,Part 2 focuses on the beliefs of Islam and Judaism. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1961,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/cut-throughs/sparkles are probably native artifacts. The shrunken condition of the film probably contributed to the wobbly transfer that is evident. Part 2 film date should reflect part 1 date of 1961. LS // frame 32294 is distorted; temporal outlier pixels and pixels too dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430007918990,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007918990,POOR ! SEVERELY SHRUNK ! Had a hard time getting it back on reel. Had to put on a larger reel in a different can. Could not get it onto the original reel.,Crawford,dc,12/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=67f6130777f6488,lms-026117-0001,00:31:00,00:31:00,,,,,,31430007918990,2014-12-12,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430007936950,,,,,,,,The B-52: Vietnam,,,,,,,,This film describes the B-52 bombers used by Americans in the Vietnam war. It shows a crew preparing for and flying bombing missions as well as a description of the plane itself and its effectiveness. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1961,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end. Scratches/abrasions/sparkles are probably native artifacts. LS // damaged frames between 2243-2287 (00:01:33.552-00:01:35.387); frame 53885 (00:37:27.454) is corroded; temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430007936950,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430007936950,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=001539d35a44411,lms-026132-0001,00:39:04,00:39:04,,,,,,31430007936950,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430021554482,,,,,,,,Anna Sokolow's Rooms,,,,,,,,A performance of Sokolow's ballet that explores the loneliness and alienation of the modern man. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1966,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. Jumpy first 2 min. Again 7:28 to 8:30. Periodically throughout. Not a good transfer. Sound: OK but not great. Overall ambient hiss. Date of film is 1966 on screen. LS // artifacts Linda noted are likely native to the film; otherwise looks fine (ESC),,,,,,,,,,,,,,,,,,,31430021554482,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430021554482,POOR ! SEVERELY SHRUNK ! Had a hard time getting it back on reel,Crawford,dc,12/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=ded3bbb45032467,lms-026104-0001,00:28:42,00:28:42,,,,,,31430021554482,2014-12-12,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430022895389,,,,,,,,"Blood groups, skin color, gene pools",,,,,,,,Explains alleles and the hereditary aspects of differing genotypic combinations in human blood groups and skin color. Defines population genetics and emphasizes the part played by chance inheritance. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1961,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Slight abrasions/particles are probably native artifacts. LS // frames 23408-23409 (00:16:16.309-00:16:16.350) have chemically deteriorated; red fade is noticeable (ESC),,,,,,,,,,,,,,,,,,,31430022895389,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430022895389,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,dc,12/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=15303a7259264b7,lms-026108-0001,00:27:53,00:27:53,,,,,,31430022895389,2014-12-12,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430031349055,,,,,,,,The Air Force uniform,,,,,,,,"Presents the uniform of the youngest military service in the United States. Illustrates procedures for acquiring, fitting, and replacing uniforms. Demonstrates insignia placement, care and maintenance, and acceptable combinations of uniform elements. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1957,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. Film date on screen is 1957. LS // temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430031349055,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430031349055,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=a1606143119640b,lms-026130-0001,00:24:52,00:24:52,,,,,,31430031349055,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430031349170,,,,,,,,Aircraft pressurization,,,,,,,,A training film for Air Force personnel that focuses on the techniques and technologies of using pressurization to allow planes to fly higher. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1961,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed.Missing 2 sec blank/black/color bars at beginning & end. Sparkles & edge white spots throughout may be native artifacts. LS // significant temporal outlier pixels between frames 3954-4209 (00:02:44.915-00:02:55.550); otherwise looks fine (ESC),,,,,,,,,,,,,,,,,,,31430031349170,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430031349170,Good,Crawford,dc,12/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=27ff020e9a02451,lms-026100-0001,00:23:57,00:23:57,,,,,,31430031349170,2014-12-12,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430031349212,,,,,,,,The Air Rescue Service,,,,,,,,"Defines the role and global mission of the Air Rescue Service, part of the U.S. Air Force's Military Air Transport Service. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1950,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. LS // temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430031349212,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430031349212,Animation Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=7b677483941b4c0,lms-026131-0001,00:08:37,00:08:37,,,,,,31430031349212,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430031349659,,,,,,,,Cape Kennedy 1965,,,,,,,,"Reviews major events at Cape Kennedy in 1965, including progress made on the Polaris, Ranger, Saturn-Pegasus, Apollo, and Titan III projects. The film also focuses on the five Gemini space flights made that year. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.",,Films@UM,,1965,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end. Scratches/cut-throughs/sparkles are probably native artifacts. Film date 1965. LS // significant temporal outlier pixels between frames 2384-2503 (00:01:39.433-00:01:44.396); significant vertical scratch between frames 938-21757 (00:00:39.122-00:15:07.448) is native artifact,,,,,,,,,,,,,,,,,,,31430031349659,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430031349659,Good  (Color Faded to red) / Red fade minimized with color grade,Crawford,dc,12/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=d48b0e410c28427,lms-026109-0001,00:27:39,00:27:39,,,,,,31430031349659,2014-12-12,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033630353,,,,,,,,The Golden fish,,,,,,,,A film without narration or dialogue which presents the story of a little boy who wins a goldfish in a game of chance and takes it home to become a friend of his canary. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1961,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Fiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/cut-throughs/sparkles are probably native artifacts. LS // temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430033630353,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033630353,Poor- SLIGHTLY SHRUNK-several splices throughout reel (Color Faded to red) / Red fade minimized with color grade,Crawford,dc,12/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=d6003f2de5e14d3,lms-026139-0001,00:18:40,00:18:40,,,,,,31430033630353,2014-12-12,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033632920,,,,,,,,The Bridge,,,,,,,,This film describes the economies of South American countries and their need for improved trade agreements and markets for their goods. This film proposes that this could be accomplished by improving the roads and railroads and utilizing air power to increase production and trade with other countries. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1959,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. LS // film is jumpy throughout; temporal outlier pixels and pixels too bright or dark for broadcast range are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430033632920,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033632920,Average - Several splices first 150' and last 50' of reel,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=a45d0fc50ceb476,lms-026133-0001,00:29:21,00:29:21,,,,,,31430033632920,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033633209,,,,,,,,24 hours of progress,,,,,,,,This film describes various aspects of the petroleum industry in the United States and shows how petroleum products are part of our everyday lives. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1950,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Black and white,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end. LS // looks fine (ESC),,,,,,,,,,,,,,,,,,,31430033633209,,Access restricted to patrons at the University of Maryland.
UMAM,,,UMAM,31430033633209,Good,Crawford,jy,12/10/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://streamer.lib.umd.edu/ssdcms/i.do?u=50f56c6c039a4da,lms-026097-0001,00:28:46,00:28:46,,,,,,31430033633209,2014-12-10,Access restricted to patrons at the University of Maryland.
UMDM,,UMDM,,31430033633852,,,,,,,,The Eagle's talon,,,,,,,,This film describes the military build-up of American defense forces during the Kennedy administration. It emphasizes the need for the U.S. to be ready for any military threat and describes weapons developed for this purpose. This film has been digitized because it has a high level of Vinegar Syndrome (chemical deterioration). That condition will prevent any captured images from being 100% perfect. Our goal is to present the content of the film in a digital format that is as good and the least distracting as possible.,,Films@UM,,1962,,1901-2000,,,,,,,,Nonprint Media Services,,,,,,moving image,analog,Nonfiction film,16mm,,,,,,,optical,,,,,,Color,Vinegar Syndrome,Viewed. Missing 2 sec blank/black/color bars at beginning & end.  Scratches/abrasions/sparkles are probably native artifacts. LS // temporal outlier pixels are inherent to film (ESC),,,,,,,,,,,,,,,,,,,31430033633852,,Access restricted to patrons at the University of Maryland.
