XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,ArchivalCollection,Series,Subseries,Box,Item,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMDM,,UMDM,,,2306,,,,,,,,,,,"La Gorda on Third Rail Radio, WMUC, May 16, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"La Gorda plays live on Third Rail Radio at WMUC at the University of Maryland, May 16, 2004.",UniversityArchives,WMUC Archives,,2004-05-16,2004-05-16,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=bc4c1d066dd74ed,,bcast-035496-0001,00:22:39,00:22:39,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2307,,,,,,,,,,,"Excelone, The Catalyst, and Fight Amputation on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Excelone (tracks 1-6), The Catalyst (tracks 7-12), and Fight Amputation (track 13) play live on Third Rail Radio at WMUC at the University of Maryland in this undated session.",UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=92c9c76a1b4c4b0,,bcast-035498-0001,01:11:03,01:11:03,19 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2308,,,,,,,,,,,"Elementary Thought Process on Third Rail Radio, WMUC, December 19, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Elementary Thought Process plays live on Third Rail Radio at WMUC at the University of Maryland, December 19, 2004.",UniversityArchives,WMUC Archives,,2004-12-19,2004-12-19,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=01d53dfc98cf485,,bcast-035499-0001,00:30:17,00:30:17,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2309,,,,,,,,,,,"Blur on Third Rail Radio, WMUC, April 28, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Interview with the British band Blur live on Third Rail Radio at WMUC at the University of Maryland, April 28, 2003.",UniversityArchives,WMUC Archives,,2003-04-28,2003-04-28,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e611aa3ec1244e1,,bcast-035500-0001,00:16:15,00:16:15,2 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2310,,,,,,,,,,,"WMUC Open Mic second hour on Third Rail Radio, WMUC, February 27, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Second hour of the WMUC Open Mic live on Third Rail Radio at the University of Maryland, February 27, 2004.",UniversityArchives,WMUC Archives,,2004-02-27,2004-02-27,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=23780eeedbf740b,,bcast-035501-0001,00:54:28,00:54:28,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2311,,,,,,,,,,,"WMUC Open Mic fourth hour on Third Rail Radio, WMUC, February 27, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Fourth hour of the WMUC Open Mic live on Third Rail Radio at the University of Maryland, February 27, 2004.",UniversityArchives,WMUC Archives,,2004-02-27,2004-02-27,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e240f7b1c373492,,bcast-035502-0001,00:53:55,00:53:55,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2314,,,,,,,,,,,"Mr. Schmizokes on Third Rail Radio, WMUC, November 29, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Mr. Schmizokes plays live on Third Rail Radio at WMUC at the University of Maryland, November 29, 2003.",UniversityArchives,WMUC Archives,,2003-11-29,2003-11-29,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=f6386c9b296241b,,bcast-035505-0001,00:35:12,00:35:12,12 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2315,,,,,,,,,,,"Everybody Uh-oh on Third Rail Radio, WMUC, August 23, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Everybody Uh-Oh plays live on Third Rail Radio at WMUC at the University of Maryland, August 23, 2003.",UniversityArchives,WMUC Archives,,2003-08-23,2003-08-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8c2650112a42437,,bcast-035506-0001,00:38:04,00:38:04,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2317,,,,,,,,,,,"Mourning for the Masses on Third Rail Radio, WMUC, November 29, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Mourning for the Masses plays live on Third Rail Radio at WMUC at the University of Maryland, November 29, 2003.",UniversityArchives,WMUC Archives,,2003-11-29,2003-11-29,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=ff1819901f6146f,,bcast-035508-0001,00:19:27,00:19:27,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2318,,,,,,,,,,,"T.F.I. on Third Rail Radio, WMUC, October 8, 2008",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"T.F.I. plays live on Third Rail Radio at WMUC at the University of Maryland, October 08, 2003.",UniversityArchives,WMUC Archives,,2003-10-08,2003-10-08,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=39c62885c27143d,,bcast-035509-0001,00:19:00,00:19:00,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2319,,,,,,,,,,,"Red Eye Revolution on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,Red Eye Revolution plays live on Third Rail Radio at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=588805565e04447,,bcast-035510-0001,00:14:51,00:14:51,3 Tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2320,,,,,,,,,,,"Orchard on Third Rail Radio, WMUC, December 12, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Orchard plays live on Third Rail Radio at WMUC at the University of Maryland, December 12, 2004.",UniversityArchives,WMUC Archives,,2004-12-12,2004-12-12,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=632e6d5d8077489,,bcast-035511-0001,00:45:20,00:45:20,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2321,,,,,,,,,,,"Turning Seasons on Third Rail Radio, WMUC, November 15, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Turning Seasons plays live on Third Rail Radio at WMUC at the University of Maryland, November 15, 2003.",UniversityArchives,WMUC Archives,,2003-11-15,2003-11-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e5f2a4b57a0e49b,,bcast-035512-0001,00:17:03,00:17:03,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2322,,,,,,,,,,,"Tan as Fuck on Third Rail Radio, WMUC, undated
 June 18, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Tan as Fuck plays live on Third Rail Radio at WMUC at the University of Maryland, June 18, 2003.",UniversityArchives,WMUC Archives,,2003-06-18,2003-06-18,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=95db34472a8f418,,bcast-035513-0001,00:30:24,00:30:24,3 Tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2323,,,,,,,,,,,"The Spark on Third Rail Radio, WMUC, November 15, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Spark plays live on Third Rail Radio at WMUC at the University of Maryland, November 15, 2003.",UniversityArchives,WMUC Archives,,2003-11-15,2003-11-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=cf75a6081a73470,,bcast-035514-0001,00:07:55,00:07:55,2 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2324,,,,,,,,,,,"Get Real on Third Rail Radio, WMUC, November 15, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Get Real plays live on Third Rail Radio at WMUC at the University of Maryland, November 15, 2003.",UniversityArchives,WMUC Archives,,2003-11-15,2003-11-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=03d2306ee591448,,bcast-035515-0001,00:10:48,00:10:48,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2325,,,,,,,,,,,"The Dutchies on Third Rail Radio, WMUC, June 16, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Dutchies plays live on Third Rail Radio at WMUC at the University of Maryland, June 16, 2003.",UniversityArchives,WMUC Archives,,2003-06-16,2003-06-16,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=f6b4f232a348411,,bcast-035516-0001,00:29:36,00:29:36,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2326,,,,,,,,,,,"The Venkmans on Third Rail Radio, WMUC, November 29, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Venkmans plays live on Third Rail Radio at WMUC at the University of Maryland, November 29, 2003.",UniversityArchives,WMUC Archives,,2003-11-29,2003-11-29,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=29f3c1990d784e9,,bcast-035517-0001,00:24:17,00:24:17,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2327,,,,,,,,,,,"Confidence Man on Third Rail Radio, WMUC, June 15, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Confidence Man plays live on Third Rail Radio at WMUC at the University of Maryland, June 15, 2003.",UniversityArchives,WMUC Archives,,2003-06-15,2003-06-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=d98c43c067f84c5,,bcast-035518-0001,00:37:55,00:37:55,13 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2328,,,,,,,,,,,"The Epidemic on Third Rail Radio, WMUC, November 1, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Epidemic plays live on Third Rail Radio at WMUC at the University of Maryland, November 15, 2003.",UniversityArchives,WMUC Archives,,2003-11-15,2003-11-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=50829f116ca64f0,,bcast-035519-0001,00:15:56,00:15:56,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,,,,,,,,,
UMDM,,UMDM,,,2329,,,,,,,,,,,"Can't Say on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,Can't Say plays live on Third Rail Radio at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=43deea9678fa416,,bcast-035520-0001,00:20:06,00:20:06,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,,,,,,,,,
UMDM,,UMDM,,,2330,,,,,,,,,,,"Fucked Up on Third Rail Radio, WMUC, March 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Fucked Up plays live on Third Rail Radio at WMUC at the University of Maryland, March 22, 2004.",UniversityArchives,WMUC Archives,,2004-03-22,2004-03-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8cdc2f98521d45b,,bcast-035521-0001,00:18:47,00:18:47,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,,,,,,,,,
UMDM,,UMDM,,,2331,,,,,,,,,,,"14 or Fight on Third Rail Radio, WMUC, March 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"14 or Fight plays live on Third Rail Radio at WMUC at the University of Maryland, March 22, 2004.",UniversityArchives,WMUC Archives,,2004-03-22,2004-03-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=99b5a63d08c749e,,bcast-035522-0001,00:16:39,00:16:39,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,,,,,,,,,
UMDM,,UMDM,,,2332,,,,,,,,,,,"Ned Oldham on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,Ned Oldham plays live on Third Rail Radio at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=5a54e8200ddf4d5,,bcast-035523-0001,00:53:24,00:53:24,10 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,,,,,,,,,
UMDM,,UMDM,,,2333,,,,,,,,,,,"Punch in the Face on Third Rail Radio, WMUC, March 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Punch in the Face plays live on Third Rail Radio at WMUC at the University of Maryland, March 22, 2004.",UniversityArchives,WMUC Archives,,2004-03-22,2004-03-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1914eac4810e48a,,bcast-035524-0001,00:18:14,00:18:14,10 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,,,,,,,,,
UMDM,,UMDM,,,2334,,,,,,,,,,,"The Backup Plan on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,The Backup Plan plays live on Third Rail Radio live at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=941295c2782645f,,bcast-035525-0001,00:15:31,00:15:31,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,,,,,,,,,
UMDM,,UMDM,,,2336,,,,,,,,,,,"The Spark on Third Rail Radio, WMUC, March 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Spark plays live on Third Rail Radio at WMUC at the University of Maryland, March 22, 2004.",UniversityArchives,WMUC Archives,,2004-03-22,2004-03-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8869ee06bbdc4bb,,bcast-035527-0001,00:11:56,00:11:56,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,UMDM,,,2337,,,,,,,,,,,"Run Silent Run Deep on Third Rail Radio, WMUC, September 14, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Run Silent Run Deep plays live on Third Rail Radio at WMUC at the University of Maryland, September 14, 2003.",UniversityArchives,WMUC Archives,,2003-09-14,2003-09-14,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1a134ff4a241489,,bcast-035528-0001,00:33:48,00:33:48,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
