XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,ArchivalCollection,Series,Subseries,Box,Item,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMDM,,UMDM,,,2366,,,,,,,,,,,"The Chase on Third Rail Radio, WMUC, August 8, 2002",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Chase plays live on Third Rail Radio at WMUC at the University of Maryland, August 08, 2002.",UniversityArchives,WMUC Archives,,2002-08-08,2002-08-08,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4512bae3d89f42a,,bcast-035560-0001,00:28:40,00:28:40,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2367,,,,,,,,,,,"Random Acts of Violence on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Random Acts of Violence plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=375fc27049304e4,,bcast-035561-0001,00:32:03,00:32:03,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2368,,,,,,,,,,,"Another Dying Democracy on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Another Dying Democracy plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,`,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c6d19dbb54f345a,,bcast-035562-0001,00:24:22,00:24:22,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2369,,,,,,,,,,,"Elephant on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Elephant plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=ca28d5789cc94ac,,bcast-035563-0001,00:21:20,00:21:20,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2370,,,,,,,,,,,"Twin Cheek Assault on Third Rail Radio, WMUC, August 24, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Twin Cheek Assault plays live on Third Rail Radio at WMUC at the University of Maryland, August 24, 2004.",UniversityArchives,WMUC Archives,,2003-08-24,2003-08-24,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e9b8813aea00424,,bcast-035564-0001,00:17:49,00:17:49,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2371,,,,,,,,,,,"Left Unsaid on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Left Unsaid plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=f96a194805374c3,,bcast-035565-0001,00:18:16,00:18:16,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2372,,,,,,,,,,,"Karma Payment Plan on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Karma Payment Plan plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1d7e642961764e4,,bcast-035566-0001,00:17:13,00:17:13,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2373,,,,,,,,,,,"The Clancy Six on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Clancy Six plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=477e3e6b650c4e3,,bcast-035567-0001,00:13:58,00:13:58,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2374,,,,,,,,,,,"Open mic event on Third Rail Radio, WMUC, April 16, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Open Mic live on Third Rail Radio at WMUC at the University of Maryland, April 16, 2004.",UniversityArchives,WMUC Archives,,2004-04-16,2004-04-16,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=edcee506877e42c,,bcast-035568-0001,00:45:01,00:45:01,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2375,,,,,,,,,,,"Open mic event on Third Rail Radio, WMUC, April 16, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Open Mic #1 live on Third Rail Radio at WMUC at the University of Maryland, April 16, 2004.",UniversityArchives,WMUC Archives,,2004-04-16,2004-04-16,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=9abb86cac032493,,bcast-035569-0001,00:30:48,00:30:48,3 Tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2376,,,,,,,,,,,"With Anger on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"With Anger plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=bf6cab00578846a,,bcast-035570-0001,00:10:25,00:10:25,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2378,,,,,,,,,,,"Exosus on Third Rail Radio, WMUC, May 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Exosus plays live on Third Rail Radio at WMUC at the University of Maryland, May 22, 2004.",UniversityArchives,WMUC Archives,,2004-05-22,2004-05-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=2bf398a2ed8a4f8,,bcast-035572-0001,00:15:59,00:15:59,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2379,,,,,,,,,,,"Metal Hearts on Third Rail Radio, WMUC, February 13, 2005",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Metal Hearts plays live on Third Rail Radio at WMUC at the University of Maryland, February 13, 2005.",UniversityArchives,WMUC Archives,,2005-02-13,2005-02-13,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=d34f1967bc4c4a5,,bcast-035573-0001,00:25:34,00:25:34,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2380,,,,,,,,,,,"RUPA on Third Rail Radio, WMUC, May 23, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"RUPA plays live on Third Rail Radio at WMUC at the University of Maryland, May 23, 2004.",UniversityArchives,WMUC Archives,,2004-05-23,2004-05-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1c6284e2eb6a4fa,,bcast-035574-0001,00:30:58,00:30:58,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2381,,,,,,,,,,,"Rhombus on Third Rail Radio, WMUC, February 20, 2005",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Rhombus plays live on Third Rail Radio at WMUC at the University of Maryland, February 20, 2005.",UniversityArchives,WMUC Archives,,2005-02-20,2005-02-20,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=b39ec9051abd42c,,bcast-035575-0001,00:31:36,00:31:36,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2382,,,,,,,,,,,"The Dropzines on Third Rail Radio, WMUC, June 6, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Dropzines play live on Third Rail Radio at WMUC at the University of Maryland, June 06, 2004.",UniversityArchives,WMUC Archives,,2004-06-06,2004-06-06,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=922af60b7f06483,,bcast-035576-0001,00:25:31,00:25:31,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2383,,,,,,,,,,,"Eisley on Third Rail Radio, WMUC, March 23, 2005",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Eisley plays live on Third Rail Radio at WMUC at the University of Maryland, March 23, 2005.",UniversityArchives,WMUC Archives,,2005-03-23,2005-03-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=ccc4fdcf5a79439,,bcast-035577-0001,00:25:30,00:25:30,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2384,,,,,,,,,,,"Zuul on Third Rail Radio, WMUC, May 30, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Zuul plays live on Third Rail Radio at WMUC at the University of Maryland, May 30, 2004.",UniversityArchives,WMUC Archives,,2004-05-30,2004-05-30,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=2aeff2eb0da64db,,bcast-035578-0001,00:22:55,00:22:55,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2385,,,,,,,,,,,"The Fake Accents on Third Rail Radio, WMUC, May 30, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Fake Accents play live on Third Rail Radio at WMUC at the University of Maryland, May 30, 2004.",UniversityArchives,WMUC Archives,,2004-05-30,2004-05-30,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=68c3eb6b03e6443,,bcast-035579-0001,00:34:13,00:34:13,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2386,,,,,,,,,,,"Lower Class Citizen on Third Rail Radio, WMUC, June 11, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Lower Class Citizen plays live on Third Rail Radio at WMUC at the University of Maryland, June 11, 2004.",UniversityArchives,WMUC Archives,,2004-07-11,2004-07-11,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=bfedea0453f043e,,bcast-035580-0001,00:28:34,00:28:34,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2387,,,,,,,,,,,"RUPA on Third Rail Radio, WMUC, July 15, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"RUPA plays live on Third Rail Radio at WMUC at the University of Maryland, July 15, 2004.",UniversityArchives,WMUC Archives,,2004-07-15,2004-07-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,Some writing illegible,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4525fc5c6e4242d,,bcast-035581-0001,00:37:49,00:37:49,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2388,,,,,,,,,,,"Roxie on Third Rail Radio, WMUC, October 12, 2003",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Roxie plays live on Third Rail Radio at WMUC at the University of Maryland, October 12, 2003.",UniversityArchives,WMUC Archives,,2003-10-12,2003-10-12,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=0818785dbaa4490,,bcast-035582-0001,00:41:41,00:41:41,14 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pased,yes,,,,,,,,
UMDM,,UMDM,,,2389,,,,,,,,,,,"Bluetoxin on Third Rail Radio, WMUC, July 11, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Bluetoxin plays live on Third Rail Radio at WMUC at the University of Maryland, July 11, 2004.",UniversityArchives,WMUC Archives,,2004-07-11,2004-07-11,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=49d9a69ca5b1489,,bcast-035583-0001,00:23:25,00:23:25,5 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2390,,,,,,,,,,,"Empty Silos on Third Rail Radio, WMUC, July 11, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Empty Silos plays live on Third Rail Radio at WMUC at the University of Maryland, July 11, 2004.",UniversityArchives,WMUC Archives,,2004-07-11,2004-07-11,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=fde99573b92244d,,bcast-035584-0001,00:24:31,00:24:31,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2391,,,,,,,,,,,"David Gedge (June 24, 2003), Neko Case, Kelly Hogan, and Carolyn Mark (July 27, 2003), and Phil Elmon (May 8, 2003) on Third Rail Radio, WMUC",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"David Gedge (June 24, 2003), Neko Case, Kelly Hogan, and Carolyn Mark (July 27, 2003), and Phil Elmon (May 8, 2003) play live on Third Rail Radio at WMUC at the University of Maryland.",UniversityArchives,WMUC Archives,multiple,2003-06-24; 2003-07-27; 2003-05-08,2003-06-24; 2003-07-27; 2003-05-08,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=0e13276d372849a,,bcast-035585-0001,01:15:39,01:15:39,3 Tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2392,,,,,,,,,,,"Red Line Index on Third Rail Radio, WMUC, March 14, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Red Line Index plays live on Third Rail Radio at WMUC at the University of Maryland, March 14, 2004.",UniversityArchives,WMUC Archives,,2004-03-14,2004-03-14,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=dce84879c62b49f,,bcast-035586-0001,00:27:16,00:27:16,6 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2393,,,,,,,,,,,"Alicia Blue on Third Rail Radio, WMUC, April 25, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Alicia Blue plays live on Third Rail Radio at WMUC at the University of Maryland, April 25, 2004.",UniversityArchives,WMUC Archives,,2004-04-25,2004-04-25,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=048c48bbb6ea44e,,bcast-035587-0001,00:33:15,00:33:15,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2394,,,,,,,,,,,"Be plays live on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,Be plays live on Third Rail Radio at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=728456d1a7f0427,,bcast-035588-0001,00:06:59,00:06:59,1 track,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
