XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Credits,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,FrameRate,ImageResolution (PPI),AspectRatio,TimeStart (timecode),ChannelConfiguration,Color,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=810263f4048f447,19831105-FB-0002-Off2,19831105-FB-0002-Off2,00:08:33,00:08:33,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:08:33 not 00:08:26,,,,,,,,,
UMDM,,UMDM,,,19840908-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Syracuse, September 08, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Syracuse on September 08, 1984",,University Archives,University AlbUM,,1984-09-08,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=5125fe287f5d46b,19840908-FB-0001-Off1,19840908-FB-0001-Off1,00:08:11,00:08:11,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:08:11 not 00:07:51, messy scratch & cut at 1:12-1:13, cut at 4:48, cut & damage at 7:16, cut & damage at 7:44 -- all damage inherent to the film",,,,,,,,,
UMDM,,UMDM,,,19840908-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Syracuse, September 08, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Syracuse on September 08, 1984",,University Archives,University AlbUM,,1984-09-08,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=2268b87958c3477,19840908-FB-0002-Off2,19840908-FB-0002-Off2,00:04:11,00:04:11,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:04:11 not 00:04:06; cut at 00:04:03,,,,,,,,,
UMDM,,UMDM,,,19840915-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Vanderbilt, September 15, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Vanderbilt on September 15, 1984",,University Archives,University AlbUM,,1984-09-15,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8e48f696cee34c4,19840915-FB-0001-Off1,19840915-FB-0001-Off1,00:10:15,00:10:15,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:15 not 00:10:11; missing frame at 00:00:26,,,,,,,,,
UMDM,,UMDM,,,19840915-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Vanderbilt, September 15, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Vanderbilt on September 15, 1984",,University Archives,University AlbUM,,1984-09-15,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c193dd5515104af,19840915-FB-0002-Off2,19840915-FB-0002-Off2,00:08:35,00:08:35,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:08:39 not 00:08:35; cut at :00:00:24; cut at 00:02:24,,,,,,,,,
UMDM,,UMDM,,,19840922-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. West Virginia, September 22, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and West Virginia on September 22, 1984",,University Archives,University AlbUM,,1984-09-22,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=9a7bd65347864d5,19840922-FB-0001-Off1,19840922-FB-0001-Off1,00:09:01,00:09:01,,,,2015-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,
UMDM,,UMDM,,,19840922-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. West Virginia, September 22, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and West Virginia on September 22, 1984",,University Archives,University AlbUM,,1984-09-22,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=d4f61baa6c1d440,19840922-FB-0002-Off2,19840922-FB-0002-Off2,00:11:26,00:11:26,,,,2015-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,THESE NOTES MUST APPLY TO ANOTHER FILM: [duration of mp4 is 10:46; top 3rd of film obscured from 00:07:45-00:08:29 -- unsure if fixable] // this passes (ESC),,,,,,,,,
UMDM,,UMDM,,,19840929-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Wake Forest, September 29, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Wake Forest on September 29, 1984",,University Archives,University AlbUM,,1984-09-29,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=255567bf63af4f6,19840929-FB-0001-Off1,19840929-FB-0001-Off1,00:08:49,00:08:49,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:08:49 not 00:11:42; torn frame at 00:02:48,,,,,,,,,
UMDM,,UMDM,,,19840929-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Wake Forest, September 29, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Wake Forest on September 29, 1984",,University Archives,University AlbUM,,1984-09-29,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=be61ec3aea63463,19840929-FB-0002-Off2,19840929-FB-0002-Off2,00:10:36,00:10:36,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:36 not 00:14:06,,,,,,,,,
UMDM,,UMDM,,,19841013-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. NC State, October 13, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and NC State on October 13, 1984",,University Archives,University AlbUM,,1984-10-13,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=a483654778d345d,19841013-FB-0001-Off1,19841013-FB-0001-Off1,00:12:35,00:12:35,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:12:35 not 00:16:40; at 00:04:28 light increases dramatically, pushing broadcast range; torn frame at 00:12:20",,,,,,,,,
UMDM,,UMDM,,,19841027-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Duke, October 27, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Duke on October 27, 1984",,University Archives,University AlbUM,,1984-10-27,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7842bb9f5e554ef,19841027-FB-0001-Off1,19841027-FB-0001-Off1,00:11:05,00:11:05,,,,2015-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:11:05 not 00:14:22; repeating piece of debris running from top to bottom of frame on left side from beginning to 00:05:17 -- likely inherent to the film; white flashes on left side from 00:09:48-00:10:47 obscuring the film -- unsure if fixable,,,,,,,,,
UMDM,,UMDM,,,19841027-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Duke, October 27, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Duke on October 27, 1984",,University Archives,University AlbUM,,1984-10-27,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c78e5435392a49b,19841027-FB-0002-Off2,19841027-FB-0002-Off2,00:10:46,00:10:46,,,,2015-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:46 not 00:10:41; repeating debris from 00:03:14-00:08:28; top 3rd of frame blocked from 00:07:45-00:08:29 -- unsure if fixable,,,,,,,,,
UMDM,,UMDM,,,19841103-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. North Carolina, November 03, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and North Carolina on November 03, 1984",,University Archives,University AlbUM,,1984-11-03,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4e9dc7bf63184a1,19841103-FB-0001-Off1,19841103-FB-0001-Off1,00:14:32,00:14:32,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:54 not 00:14:32; tear at 00:08:37; overall very dark video,,,,,,,,,
UMDM,,UMDM,,,19841103-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. North Carolina, November 03, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and North Carolina on November 03, 1984",,University Archives,University AlbUM,,1984-11-03,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=98aa8f287e0d40a,19841103-FB-0002-Off2,19841103-FB-0002-Off2,00:10:16,00:10:16,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:16 not 00:13:35,,,,,,,,,
UMDM,,UMDM,,,19841110-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Miami, November 10, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Miami on November 10, 1984",,University Archives,University AlbUM,,1984-11-10,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=894f10d99788425,19841110-FB-0001-Off1,19841110-FB-0001-Off1,00:10:08,00:10:08,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:08 not 00:13:20; very dark film; huge tear at 00:07:44; last 30 to 20 seconds are nearly unwatchable due to low light,,,,,,,,,
UMDM,,UMDM,,,19841110-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Miami, November 10, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Miami on November 10, 1984",,University Archives,University AlbUM,,1984-11-10,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=46aa76a7a957404,19841110-FB-0002-Off2,19841110-FB-0002-Off2,00:06:51,00:06:51,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:06:51 not 00:09:00; cut at 00:06:23; scratch at 00:06:34,,,,,,,,,
UMDM,,UMDM,,,19841124-FB-0001-Def2,,,,,,,,,,,"Football: Maryland vs. Virginia, November 24, 1984",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half defense of the football game between Maryland and Virginia on November 29, 1985",,University Archives,University AlbUM,,1984-11-24,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=3c5e872991314c7,19841124-FB-0001-Def2,19841124-FB-0001-Def2,00:10:22,00:10:22,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:10:22; filmed on a sunny day with heavy shadows -- the field is either too bright or too shadowy, unsure if fixable // poor quality overall appears inherent to original, this passes (ESC)",,,,,,,,,
UMDM,,UMDM,,,19850914-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Boston College, September 14, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Boston College on September 14, 1985",,University Archives,University AlbUM,,1985-09-14,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=590888cc98f6430,19850914-FB-0001-Off1,19850914-FB-0001-Off1,00:12:13,00:12:13,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:12:13 not 00:16:22; shadowy from 00:03:25-00:03:27 and too bright from 00:03:30-00:03:43 that hits high off of broadcast range; scratch at 00:12:10,,,,,,,,,
UMDM,,UMDM,,,19850914-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Boston College, September 14, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Boston College on September 14, 1985",,University Archives,University AlbUM,,1985-09-14,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=34214787072a45b,19850914-FB-0002-Off2,19850914-FB-0002-Off2,00:11:05,00:11:05,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:11:05 not 00:14:44; tear at 00:00:35; temporal outlier haze at 700:0:21; overall very bright and edging out of broadcast range // the darks are dark though, too, it appears it was a very sunny day, so this passes",,,,,,,,,
UMDM,,UMDM,,,19850928-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Michigan, September 28, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Michigan on September 28, 1985",,University Archives,University AlbUM,,1985-09-28,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=98f55cc13bfc48c,19850928-FB-0001-Off1,19850928-FB-0001-Off1,00:07:13,00:07:13,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:07:13 not 00:09:33; THESE NOTES MUST APPLY TO ANOTHER FILM: [3:30 to approx. 3:45 is too bright and out of BRNG; 7:05 to 7:16 have similar issues; cut at 12:05 and 12:10] // this passes (ESC),,,,,,,,,
UMDM,,UMDM,,,19850928-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Michigan, September 28, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Michigan on September 28, 1985",,University Archives,University AlbUM,,1985-09-28,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=66850ddce86248b,19850928-FB-0002-Off2,19850928-FB-0002-Off2,00:08:20,00:08:20,,,,2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:08:20 not 00:11:00; white flashes on left side from 00:01:10-00:01:25,,,,,,,,,
UMDM,,UMDM,,,19851019-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Wake Forest, October 19, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Wake Forest on October 19, 1985",,University Archives,University AlbUM,,1985-10-19,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=b8baf8b1fe8c4c9,19851019-FB-0001-Off1,19851019-FB-0001-Off1,00:10:13,00:10:13,,,,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:07:42 not 00:10:13,,,,,,,,,
UMDM,,UMDM,,,19851019-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Wake Forest, 10/19/1885",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Wake Forest on October 19, 1985",,University Archives,University AlbUM,,1985-10-19,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=ecb27c644d934dc,19851019-FB-0002-Off2,19851019-FB-0002-Off2,00:10:47,00:10:47,,,,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:47 not 00:14:20,,,,,,,,,
UMDM,,UMDM,,,19851109-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Miami, November 09, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Miami on November 09, 1985",,University Archives,University AlbUM,,1985-11-09,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=86fe712c4a1e468,19851109-FB-0001-Off1,19851109-FB-0001-Off1,00:10:48,00:10:48,,,,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:48 not 00:14:15,,,,,,,,,
UMDM,,UMDM,,,19851109-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Miami, November 09, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Miami on November 09, 1985",,University Archives,University AlbUM,,1985-11-09,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=95dd92c416594aa,19851109-FB-0002-Off2,19851109-FB-0002-Off2,00:11:47,00:11:47,,,,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:11:47 not 00:15:35; darker but within broadcast range,,,,,,,,,
